login,name,company,followers,following,posts_30d,topics,bio
9728,9728,,14,14,4,"[""government""]",
9729,9729,,7,7,0,"[""government""]",
9730,9730,,4,4,2,"[""politician""]",
9731,9731,,30,30,3,"[""government""]",
9732,9732,,1,1,7,"[""company""]",
9733,9733,,1,1,4,"[""government""]",
9734,9734,,1,1,5,"[""company""]",
9735,9735,,10,10,5,"[""company""]",
9736,9736,,28,28,6,"[""government""]",
9737,9737,,4,4,2,"[""company""]",
9738,9738,,1,1,4,"[""tvshow""]",
9739,9739,,9,9,4,"[""politician""]",
9740,9740,,15,15,4,"[""company""]",
9741,9741,,14,14,2,"[""company""]",
9742,9742,,4,4,5,"[""politician""]",
9743,9743,,22,22,1,"[""government""]",
9744,9744,,44,44,3,"[""politician""]",
9745,9745,,31,31,1,"[""government""]",
9746,9746,,1,1,0,"[""politician""]",
9747,9747,,3,3,11,"[""company""]",
9748,9748,,1,1,0,"[""company""]",
9749,9749,,2,2,5,"[""politician""]",
9750,9750,,1,1,4,"[""company""]",
9751,9751,,9,9,8,"[""government""]",
9752,9752,,19,19,1,"[""tvshow""]",
9753,9753,,6,6,0,"[""tvshow""]",
9754,9754,,19,19,6,"[""government""]",
9755,9755,,40,40,1,"[""government""]",
9756,9756,,3,3,10,"[""company""]",
9757,9757,,2,2,10,"[""government""]",
9758,9758,,3,3,10,"[""company""]",
9759,9759,,112,112,8,"[""government""]",
9760,9760,,14,14,3,"[""government""]",
9761,9761,,57,57,1,"[""government""]",
9762,9762,,35,35,4,"[""government""]",
9763,9763,,1,1,2,"[""politician""]",
9764,9764,,25,25,11,"[""politician""]",
9765,9765,,7,7,3,"[""tvshow""]",
9766,9766,,4,4,0,"[""tvshow""]",
9767,9767,,2,2,1,"[""company""]",
9768,9768,,3,3,2,"[""company""]",
9769,9769,,31,31,10,"[""politician""]",
9770,9770,,6,6,10,"[""tvshow""]",
9771,9771,,3,3,11,"[""company""]",
9772,9772,,4,4,11,"[""company""]",
9773,9773,,18,18,5,"[""government""]",
9774,9774,,26,26,6,"[""government""]",
9775,9775,,12,12,6,"[""politician""]",
9776,9776,,6,6,2,"[""company""]",
9777,9777,,36,36,3,"[""tvshow""]",
9778,9778,,4,4,6,"[""government""]",
9779,9779,,8,8,2,"[""government""]",
9780,9780,,4,4,8,"[""government""]",
9781,9781,,1,1,4,"[""politician""]",
9782,9782,,3,3,7,"[""politician""]",
9783,9783,,17,17,9,"[""company""]",
9784,9784,,68,68,8,"[""government""]",
9785,9785,,2,2,4,"[""company""]",
9786,9786,,30,30,10,"[""government""]",
9787,9787,,3,3,1,"[""politician""]",
9788,9788,,3,3,7,"[""company""]",
9789,9789,,4,4,7,"[""company""]",
9790,9790,,2,2,11,"[""company""]",
9791,9791,,1,1,0,"[""tvshow""]",
9792,9792,,2,2,4,"[""company""]",
9793,9793,,2,2,7,"[""company""]",
9794,9794,,8,8,4,"[""company""]",
9795,9795,,6,6,5,"[""tvshow""]",
9796,9796,,3,3,1,"[""company""]",
9797,9797,,15,15,7,"[""government""]",
9798,9798,,1,1,8,"[""company""]",
9799,9799,,2,2,6,"[""company""]",
9800,9800,,1,1,10,"[""company""]",
9801,9801,,3,3,5,"[""politician""]",
9802,9802,,8,8,6,"[""politician""]",
9803,9803,,7,7,6,"[""politician""]",
9804,9804,,4,4,3,"[""politician""]",
9805,9805,,5,5,1,"[""tvshow""]",
9806,9806,,1,1,11,"[""company""]",
9807,9807,,79,79,0,"[""government""]",
9808,9808,,26,26,6,"[""government""]",
9809,9809,,11,11,4,"[""politician""]",
9810,9810,,4,4,0,"[""tvshow""]",
9811,9811,,6,6,11,"[""company""]",
9812,9812,,22,22,5,"[""government""]",
9813,9813,,61,61,6,"[""tvshow""]",
9814,9814,,1,1,11,"[""politician""]",
9815,9815,,6,6,5,"[""government""]",
9816,9816,,84,84,3,"[""politician""]",
9817,9817,,69,69,2,"[""government""]",
9818,9818,,14,14,8,"[""company""]",
9819,9819,,15,15,10,"[""politician""]",
9820,9820,,18,18,4,"[""politician""]",
9821,9821,,7,7,4,"[""company""]",
9822,9822,,7,7,2,"[""government""]",
9823,9823,,15,15,11,"[""government""]",
9824,9824,,4,4,9,"[""company""]",
9825,9825,,1,1,8,"[""company""]",
9826,9826,,16,16,4,"[""tvshow""]",
9827,9827,,9,9,4,"[""tvshow""]",
9828,9828,,2,2,9,"[""politician""]",
9829,9829,,75,75,11,"[""government""]",
9830,9830,,1,1,4,"[""government""]",
9831,9831,,2,2,0,"[""company""]",
9832,9832,,1,1,4,"[""government""]",
9833,9833,,1,1,2,"[""politician""]",
9834,9834,,9,9,0,"[""politician""]",
9835,9835,,5,5,9,"[""politician""]",
9836,9836,,1,1,5,"[""politician""]",
9837,9837,,2,2,2,"[""company""]",
9838,9838,,5,5,1,"[""company""]",
9839,9839,,35,35,1,"[""government""]",
9840,9840,,4,4,3,"[""company""]",
9841,9841,,3,3,5,"[""politician""]",
9842,9842,,2,2,4,"[""politician""]",
9843,9843,,55,55,9,"[""politician""]",
9844,9844,,26,26,2,"[""government""]",
9845,9845,,19,19,7,"[""politician""]",
9846,9846,,19,19,11,"[""company""]",
9847,9847,,10,10,5,"[""politician""]",
9848,9848,,26,26,1,"[""government""]",
9849,9849,,31,31,2,"[""government""]",
9850,9850,,32,32,6,"[""government""]",
9851,9851,,1,1,8,"[""tvshow""]",
9852,9852,,22,22,9,"[""government""]",
9853,9853,,1,1,7,"[""tvshow""]",
9854,9854,,3,3,4,"[""politician""]",
9855,9855,,1,1,11,"[""government""]",
9856,9856,,13,13,9,"[""politician""]",
9857,9857,,6,6,0,"[""politician""]",
9858,9858,,38,38,4,"[""company""]",
9859,9859,,14,14,4,"[""government""]",
9860,9860,,7,7,5,"[""government""]",
9861,9861,,19,19,8,"[""company""]",
9862,9862,,3,3,6,"[""company""]",
9863,9863,,5,5,7,"[""politician""]",
9864,9864,,5,5,2,"[""government""]",
9865,9865,,3,3,7,"[""company""]",
9866,9866,,5,5,7,"[""company""]",
9867,9867,,15,15,5,"[""company""]",
9868,9868,,1,1,1,"[""company""]",
9869,9869,,22,22,0,"[""politician""]",
9870,9870,,21,21,8,"[""company""]",
9871,9871,,50,50,2,"[""government""]",
9872,9872,,5,5,0,"[""company""]",
9873,9873,,1,1,5,"[""tvshow""]",
9874,9874,,4,4,0,"[""company""]",
9875,9875,,5,5,9,"[""government""]",
9876,9876,,1,1,5,"[""company""]",
9877,9877,,5,5,5,"[""government""]",
9878,9878,,12,12,4,"[""government""]",
9879,9879,,5,5,8,"[""politician""]",
9880,9880,,4,4,1,"[""company""]",
9881,9881,,13,13,5,"[""government""]",
9882,9882,,12,12,7,"[""tvshow""]",
9883,9883,,13,13,3,"[""politician""]",
9884,9884,,1,1,7,"[""tvshow""]",
9885,9885,,2,2,1,"[""politician""]",
9886,9886,,2,2,7,"[""company""]",
9887,9887,,2,2,0,"[""politician""]",
9888,9888,,2,2,6,"[""politician""]",
9889,9889,,4,4,10,"[""politician""]",
9890,9890,,9,9,10,"[""politician""]",
9891,9891,,30,30,6,"[""company""]",
9892,9892,,7,7,3,"[""government""]",
9893,9893,,89,89,1,"[""government""]",
9894,9894,,1,1,0,"[""company""]",
9895,9895,,15,15,2,"[""politician""]",
9896,9896,,12,12,3,"[""government""]",
9897,9897,,1,1,10,"[""government""]",
9898,9898,,8,8,9,"[""politician""]",
9899,9899,,5,5,10,"[""company""]",
9900,9900,,11,11,6,"[""tvshow""]",
9901,9901,,21,21,6,"[""tvshow""]",
9902,9902,,2,2,0,"[""politician""]",
9903,9903,,7,7,4,"[""government""]",
9904,9904,,12,12,4,"[""tvshow""]",
9905,9905,,54,54,3,"[""government""]",
9906,9906,,3,3,11,"[""company""]",
9907,9907,,9,9,3,"[""company""]",
9908,9908,,3,3,9,"[""politician""]",
9909,9909,,3,3,11,"[""government""]",
9910,9910,,74,74,11,"[""government""]",
9911,9911,,17,17,10,"[""government""]",
9912,9912,,6,6,10,"[""politician""]",
9913,9913,,2,2,8,"[""politician""]",
9914,9914,,10,10,7,"[""company""]",
9915,9915,,3,3,5,"[""politician""]",
9916,9916,,16,16,2,"[""government""]",
9917,9917,,1,1,7,"[""company""]",
9918,9918,,2,2,2,"[""politician""]",
9919,9919,,17,17,10,"[""government""]",
9920,9920,,3,3,3,"[""government""]",
9921,9921,,3,3,9,"[""company""]",
9922,9922,,4,4,0,"[""government""]",
9923,9923,,14,14,5,"[""government""]",
9924,9924,,13,13,11,"[""company""]",
9925,9925,,2,2,7,"[""company""]",
9926,9926,,3,3,2,"[""politician""]",
9927,9927,,16,16,2,"[""company""]",
9928,9928,,31,31,5,"[""company""]",
9929,9929,,3,3,3,"[""politician""]",
9930,9930,,26,26,4,"[""government""]",
9931,9931,,4,4,9,"[""politician""]",
9932,9932,,3,3,0,"[""government""]",
9933,9933,,22,22,7,"[""government""]",
9934,9934,,71,71,10,"[""government""]",
9935,9935,,13,13,10,"[""government""]",
9936,9936,,23,23,1,"[""company""]",
9937,9937,,7,7,9,"[""company""]",
9938,9938,,7,7,3,"[""tvshow""]",
9939,9939,,66,66,7,"[""company""]",
9940,9940,,29,29,6,"[""tvshow""]",
9941,9941,,2,2,9,"[""government""]",
9942,9942,,5,5,6,"[""company""]",
9943,9943,,7,7,4,"[""government""]",
9944,9944,,8,8,5,"[""company""]",
9945,9945,,2,2,3,"[""tvshow""]",
9946,9946,,32,32,8,"[""company""]",
9947,9947,,3,3,0,"[""tvshow""]",
9948,9948,,2,2,5,"[""company""]",
9949,9949,,61,61,8,"[""government""]",
9950,9950,,2,2,10,"[""company""]",
9951,9951,,8,8,3,"[""politician""]",
9952,9952,,15,15,3,"[""government""]",
9953,9953,,9,9,10,"[""politician""]",
9954,9954,,3,3,5,"[""company""]",
9955,9955,,6,6,5,"[""company""]",
9956,9956,,1,1,4,"[""politician""]",
9957,9957,,51,51,11,"[""government""]",
9958,9958,,13,13,1,"[""politician""]",
9959,9959,,1,1,8,"[""company""]",
9960,9960,,1,1,1,"[""government""]",
9961,9961,,4,4,7,"[""politician""]",
9962,9962,,8,8,7,"[""government""]",
9963,9963,,6,6,3,"[""tvshow""]",
9964,9964,,1,1,10,"[""tvshow""]",
9965,9965,,1,1,9,"[""company""]",
9966,9966,,5,5,1,"[""company""]",
9967,9967,,10,10,4,"[""politician""]",
9968,9968,,102,102,9,"[""government""]",
9969,9969,,8,8,1,"[""tvshow""]",
9970,9970,,20,20,1,"[""tvshow""]",
9971,9971,,1,1,2,"[""government""]",
9972,9972,,51,51,7,"[""government""]",
9973,9973,,30,30,8,"[""government""]",
9974,9974,,39,39,5,"[""government""]",
9975,9975,,14,14,0,"[""tvshow""]",
9976,9976,,7,7,5,"[""tvshow""]",
9977,9977,,9,9,9,"[""company""]",
9978,9978,,11,11,8,"[""company""]",
9979,9979,,1,1,2,"[""company""]",
9980,9980,,2,2,8,"[""company""]",
9981,9981,,6,6,10,"[""tvshow""]",
9982,9982,,13,13,2,"[""government""]",
9983,9983,,17,17,7,"[""government""]",
9984,9984,,1,1,6,"[""politician""]",
9985,9985,,2,2,7,"[""tvshow""]",
9986,9986,,48,48,7,"[""government""]",
9987,9987,,79,79,2,"[""politician""]",
9988,9988,,29,29,6,"[""government""]",
9989,9989,,2,2,11,"[""company""]",
9990,9990,,23,23,10,"[""politician""]",
9991,9991,,2,2,8,"[""company""]",
9992,9992,,33,33,3,"[""company""]",
9993,9993,,1,1,0,"[""government""]",
9994,9994,,23,23,2,"[""government""]",
9995,9995,,19,19,8,"[""government""]",
9996,9996,,62,62,11,"[""tvshow""]",
9997,9997,,1,1,2,"[""tvshow""]",
9998,9998,,7,7,1,"[""tvshow""]",
9999,9999,,3,3,8,"[""tvshow""]",
10000,10000,,2,2,9,"[""politician""]",
10001,10001,,1,1,0,"[""company""]",
10002,10002,,33,33,3,"[""government""]",
10003,10003,,20,20,2,"[""government""]",
10004,10004,,1,1,2,"[""company""]",
10005,10005,,71,71,0,"[""government""]",
10006,10006,,1,1,0,"[""government""]",
10007,10007,,97,97,2,"[""government""]",
10008,10008,,12,12,2,"[""government""]",
10009,10009,,3,3,10,"[""politician""]",
10010,10010,,6,6,3,"[""government""]",
10011,10011,,6,6,4,"[""government""]",
10012,10012,,2,2,5,"[""politician""]",
10013,10013,,28,28,5,"[""tvshow""]",
10014,10014,,36,36,10,"[""government""]",
10015,10015,,4,4,11,"[""government""]",
10016,10016,,4,4,4,"[""government""]",
10017,10017,,43,43,11,"[""government""]",
10018,10018,,32,32,4,"[""politician""]",
10019,10019,,10,10,1,"[""politician""]",
10020,10020,,26,26,11,"[""politician""]",
10021,10021,,2,2,4,"[""company""]",
10022,10022,,12,12,9,"[""company""]",
10023,10023,,3,3,8,"[""tvshow""]",
10024,10024,,15,15,10,"[""politician""]",
10025,10025,,29,29,6,"[""company""]",
10026,10026,,3,3,1,"[""company""]",
10027,10027,,26,26,0,"[""politician""]",
10028,10028,,3,3,11,"[""company""]",
10029,10029,,1,1,6,"[""tvshow""]",
10030,10030,,3,3,6,"[""politician""]",
10031,10031,,7,7,3,"[""politician""]",
10032,10032,,1,1,5,"[""politician""]",
10033,10033,,11,11,8,"[""company""]",
10034,10034,,19,19,4,"[""government""]",
10035,10035,,1,1,10,"[""company""]",
10036,10036,,3,3,10,"[""company""]",
10037,10037,,21,21,6,"[""government""]",
10038,10038,,3,3,5,"[""tvshow""]",
10039,10039,,50,50,1,"[""government""]",
10040,10040,,33,33,10,"[""government""]",
10041,10041,,17,17,6,"[""government""]",
10042,10042,,4,4,10,"[""government""]",
10043,10043,,63,63,8,"[""politician""]",
10044,10044,,11,11,3,"[""tvshow""]",
10045,10045,,7,7,6,"[""government""]",
10046,10046,,12,12,7,"[""politician""]",
10047,10047,,46,46,11,"[""government""]",
10048,10048,,13,13,2,"[""company""]",
10049,10049,,27,27,4,"[""politician""]",
10050,10050,,2,2,1,"[""government""]",
10051,10051,,1,1,5,"[""company""]",
10052,10052,,3,3,2,"[""tvshow""]",
10053,10053,,1,1,3,"[""company""]",
10054,10054,,5,5,6,"[""government""]",
10055,10055,,4,4,8,"[""government""]",
10056,10056,,25,25,8,"[""government""]",
10057,10057,,23,23,6,"[""government""]",
10058,10058,,1,1,3,"[""company""]",
10059,10059,,4,4,11,"[""politician""]",
10060,10060,,31,31,7,"[""politician""]",
10061,10061,,11,11,2,"[""politician""]",
10062,10062,,37,37,3,"[""politician""]",
10063,10063,,13,13,9,"[""government""]",
10064,10064,,4,4,9,"[""tvshow""]",
10065,10065,,26,26,3,"[""government""]",
10066,10066,,34,34,1,"[""politician""]",
10067,10067,,3,3,11,"[""company""]",
10068,10068,,15,15,1,"[""company""]",
10069,10069,,2,2,4,"[""politician""]",
10070,10070,,23,23,8,"[""government""]",
10071,10071,,3,3,6,"[""company""]",
10072,10072,,40,40,10,"[""politician""]",
10073,10073,,4,4,2,"[""politician""]",
10074,10074,,7,7,7,"[""government""]",
10075,10075,,4,4,0,"[""politician""]",
10076,10076,,6,6,11,"[""politician""]",
10077,10077,,1,1,11,"[""tvshow""]",
10078,10078,,5,5,3,"[""politician""]",
10079,10079,,30,30,9,"[""government""]",
10080,10080,,18,18,1,"[""government""]",
10081,10081,,12,12,0,"[""company""]",
10082,10082,,18,18,9,"[""politician""]",
10083,10083,,14,14,6,"[""government""]",
10084,10084,,5,5,5,"[""company""]",
10085,10085,,24,24,11,"[""government""]",
10086,10086,,2,2,0,"[""company""]",
10087,10087,,15,15,7,"[""politician""]",
10088,10088,,10,10,4,"[""tvshow""]",
10089,10089,,3,3,7,"[""company""]",
10090,10090,,27,27,2,"[""government""]",
10091,10091,,12,12,11,"[""government""]",
10092,10092,,12,12,10,"[""government""]",
10093,10093,,19,19,7,"[""government""]",
10094,10094,,23,23,5,"[""politician""]",
10095,10095,,36,36,9,"[""government""]",
10096,10096,,3,3,3,"[""company""]",
10097,10097,,6,6,4,"[""government""]",
10098,10098,,23,23,5,"[""company""]",
10099,10099,,3,3,7,"[""government""]",
10100,10100,,2,2,2,"[""company""]",
10101,10101,,7,7,5,"[""tvshow""]",
10102,10102,,21,21,11,"[""government""]",
10103,10103,,4,4,5,"[""company""]",
10104,10104,,48,48,9,"[""government""]",
10105,10105,,45,45,0,"[""politician""]",
10106,10106,,43,43,9,"[""politician""]",
10107,10107,,3,3,7,"[""company""]",
10108,10108,,34,34,8,"[""company""]",
10109,10109,,18,18,3,"[""government""]",
10110,10110,,25,25,7,"[""government""]",
10111,10111,,4,4,0,"[""politician""]",
10112,10112,,5,5,11,"[""company""]",
10113,10113,,16,16,1,"[""government""]",
10114,10114,,8,8,9,"[""tvshow""]",
10115,10115,,4,4,10,"[""tvshow""]",
10116,10116,,8,8,8,"[""politician""]",
10117,10117,,63,63,1,"[""politician""]",
10118,10118,,5,5,0,"[""company""]",
10119,10119,,11,11,5,"[""government""]",
10120,10120,,7,7,11,"[""politician""]",
10121,10121,,2,2,10,"[""company""]",
10122,10122,,18,18,3,"[""government""]",
10123,10123,,24,24,3,"[""government""]",
10124,10124,,5,5,8,"[""company""]",
10125,10125,,4,4,4,"[""company""]",
10126,10126,,23,23,9,"[""government""]",
10127,10127,,4,4,4,"[""company""]",
10128,10128,,1,1,10,"[""tvshow""]",
10129,10129,,73,73,8,"[""politician""]",
10130,10130,,4,4,10,"[""politician""]",
10131,10131,,2,2,10,"[""politician""]",
10132,10132,,24,24,11,"[""government""]",
10133,10133,,4,4,0,"[""company""]",
10134,10134,,5,5,5,"[""company""]",
10135,10135,,3,3,5,"[""company""]",
10136,10136,,5,5,0,"[""government""]",
10137,10137,,3,3,0,"[""politician""]",
10138,10138,,2,2,10,"[""company""]",
10139,10139,,9,9,6,"[""company""]",
10140,10140,,11,11,1,"[""company""]",
10141,10141,,2,2,1,"[""tvshow""]",
10142,10142,,37,37,8,"[""government""]",
10143,10143,,10,10,11,"[""government""]",
10144,10144,,5,5,8,"[""company""]",
10145,10145,,7,7,2,"[""tvshow""]",
10146,10146,,9,9,4,"[""company""]",
10147,10147,,4,4,8,"[""government""]",
10148,10148,,2,2,4,"[""politician""]",
10149,10149,,8,8,4,"[""company""]",
10150,10150,,3,3,3,"[""tvshow""]",
10151,10151,,1,1,0,"[""tvshow""]",
10152,10152,,17,17,2,"[""tvshow""]",
10153,10153,,2,2,6,"[""politician""]",
10154,10154,,11,11,11,"[""company""]",
10155,10155,,3,3,5,"[""company""]",
10156,10156,,6,6,8,"[""government""]",
10157,10157,,11,11,8,"[""company""]",
10158,10158,,1,1,0,"[""tvshow""]",
10159,10159,,4,4,8,"[""government""]",
10160,10160,,5,5,11,"[""tvshow""]",
10161,10161,,3,3,7,"[""tvshow""]",
10162,10162,,3,3,3,"[""government""]",
10163,10163,,1,1,7,"[""tvshow""]",
10164,10164,,1,1,9,"[""company""]",
10165,10165,,1,1,11,"[""company""]",
10166,10166,,28,28,2,"[""company""]",
10167,10167,,1,1,5,"[""tvshow""]",
10168,10168,,2,2,11,"[""company""]",
10169,10169,,2,2,0,"[""company""]",
10170,10170,,1,1,5,"[""tvshow""]",
10171,10171,,7,7,6,"[""government""]",
10172,10172,,2,2,7,"[""politician""]",
10173,10173,,12,12,6,"[""politician""]",
10174,10174,,39,39,6,"[""politician""]",
10175,10175,,27,27,0,"[""company""]",
10176,10176,,5,5,4,"[""tvshow""]",
10177,10177,,2,2,1,"[""company""]",
10178,10178,,11,11,11,"[""company""]",
10179,10179,,5,5,10,"[""government""]",
10180,10180,,2,2,4,"[""politician""]",
10181,10181,,6,6,7,"[""politician""]",
10182,10182,,37,37,6,"[""government""]",
10183,10183,,2,2,8,"[""government""]",
10184,10184,,4,4,4,"[""politician""]",
10185,10185,,1,1,7,"[""politician""]",
10186,10186,,19,19,5,"[""government""]",
10187,10187,,9,9,5,"[""politician""]",
10188,10188,,2,2,2,"[""politician""]",
10189,10189,,4,4,11,"[""company""]",
10190,10190,,5,5,2,"[""politician""]",
10191,10191,,1,1,0,"[""company""]",
10192,10192,,14,14,9,"[""government""]",
10193,10193,,1,1,1,"[""company""]",
10194,10194,,8,8,2,"[""government""]",
10195,10195,,7,7,11,"[""company""]",
10196,10196,,10,10,3,"[""government""]",
10197,10197,,6,6,10,"[""company""]",
10198,10198,,57,57,7,"[""government""]",
10199,10199,,14,14,7,"[""government""]",
10200,10200,,1,1,4,"[""company""]",
10201,10201,,7,7,11,"[""politician""]",
10202,10202,,45,45,5,"[""government""]",
10203,10203,,16,16,0,"[""company""]",
10204,10204,,3,3,2,"[""government""]",
10205,10205,,54,54,3,"[""government""]",
10206,10206,,11,11,0,"[""tvshow""]",
10207,10207,,2,2,11,"[""company""]",
10208,10208,,55,55,0,"[""government""]",
10209,10209,,6,6,0,"[""company""]",
10210,10210,,22,22,5,"[""company""]",
10211,10211,,2,2,0,"[""politician""]",
10212,10212,,7,7,11,"[""tvshow""]",
10213,10213,,1,1,3,"[""politician""]",
10214,10214,,32,32,8,"[""government""]",
10215,10215,,7,7,2,"[""company""]",
10216,10216,,16,16,6,"[""politician""]",
10217,10217,,6,6,3,"[""politician""]",
10218,10218,,6,6,6,"[""company""]",
10219,10219,,3,3,10,"[""company""]",
10220,10220,,1,1,2,"[""government""]",
10221,10221,,24,24,7,"[""politician""]",
10222,10222,,5,5,7,"[""tvshow""]",
10223,10223,,1,1,5,"[""company""]",
10224,10224,,7,7,3,"[""politician""]",
10225,10225,,10,10,4,"[""company""]",
10226,10226,,2,2,9,"[""politician""]",
10227,10227,,3,3,6,"[""politician""]",
10228,10228,,9,9,8,"[""company""]",
10229,10229,,3,3,1,"[""tvshow""]",
10230,10230,,4,4,4,"[""government""]",
10231,10231,,35,35,4,"[""government""]",
10232,10232,,9,9,8,"[""tvshow""]",
10233,10233,,1,1,1,"[""company""]",
10234,10234,,26,26,4,"[""company""]",
10235,10235,,40,40,10,"[""government""]",
10236,10236,,5,5,4,"[""company""]",
10237,10237,,1,1,11,"[""company""]",
10238,10238,,40,40,6,"[""government""]",
10239,10239,,3,3,4,"[""politician""]",
10240,10240,,15,15,8,"[""government""]",
10241,10241,,212,212,2,"[""government""]",
10242,10242,,1,1,7,"[""company""]",
10243,10243,,1,1,8,"[""politician""]",
10244,10244,,15,15,7,"[""government""]",
10245,10245,,20,20,3,"[""government""]",
10246,10246,,36,36,10,"[""government""]",
10247,10247,,2,2,5,"[""government""]",
10248,10248,,3,3,9,"[""company""]",
10249,10249,,8,8,8,"[""company""]",
10250,10250,,14,14,5,"[""politician""]",
10251,10251,,15,15,11,"[""politician""]",
10252,10252,,42,42,6,"[""government""]",
10253,10253,,17,17,1,"[""tvshow""]",
10254,10254,,3,3,3,"[""company""]",
10255,10255,,3,3,6,"[""politician""]",
10256,10256,,24,24,10,"[""politician""]",
10257,10257,,20,20,3,"[""politician""]",
10258,10258,,31,31,8,"[""politician""]",
10259,10259,,8,8,5,"[""politician""]",
10260,10260,,2,2,8,"[""tvshow""]",
10261,10261,,48,48,1,"[""government""]",
10262,10262,,39,39,11,"[""government""]",
10263,10263,,1,1,1,"[""government""]",
10264,10264,,79,79,7,"[""company""]",
10265,10265,,2,2,8,"[""tvshow""]",
10266,10266,,5,5,5,"[""government""]",
10267,10267,,1,1,1,"[""government""]",
10268,10268,,3,3,4,"[""tvshow""]",
10269,10269,,22,22,3,"[""government""]",
10270,10270,,3,3,8,"[""tvshow""]",
10271,10271,,10,10,0,"[""politician""]",
10272,10272,,5,5,9,"[""company""]",
10273,10273,,30,30,4,"[""government""]",
10274,10274,,8,8,6,"[""government""]",
10275,10275,,27,27,3,"[""politician""]",
10276,10276,,1,1,11,"[""company""]",
10277,10277,,2,2,4,"[""company""]",
10278,10278,,4,4,3,"[""company""]",
10279,10279,,6,6,4,"[""government""]",
10280,10280,,3,3,9,"[""government""]",
10281,10281,,13,13,0,"[""government""]",
10282,10282,,10,10,8,"[""politician""]",
10283,10283,,12,12,10,"[""government""]",
10284,10284,,11,11,11,"[""politician""]",
10285,10285,,7,7,10,"[""government""]",
10286,10286,,10,10,7,"[""government""]",
10287,10287,,26,26,7,"[""government""]",
10288,10288,,12,12,5,"[""company""]",
10289,10289,,7,7,5,"[""politician""]",
10290,10290,,5,5,7,"[""government""]",
10291,10291,,2,2,3,"[""company""]",
10292,10292,,30,30,2,"[""politician""]",
10293,10293,,4,4,6,"[""tvshow""]",
10294,10294,,35,35,11,"[""government""]",
10295,10295,,5,5,5,"[""tvshow""]",
10296,10296,,1,1,1,"[""company""]",
10297,10297,,13,13,0,"[""company""]",
10298,10298,,12,12,10,"[""company""]",
10299,10299,,10,10,8,"[""tvshow""]",
10300,10300,,2,2,3,"[""politician""]",
10301,10301,,3,3,1,"[""government""]",
10302,10302,,6,6,11,"[""government""]",
10303,10303,,26,26,6,"[""government""]",
10304,10304,,4,4,1,"[""tvshow""]",
10305,10305,,1,1,0,"[""company""]",
10306,10306,,14,14,5,"[""politician""]",
10307,10307,,2,2,9,"[""company""]",
10308,10308,,3,3,6,"[""politician""]",
10309,10309,,22,22,0,"[""government""]",
10310,10310,,3,3,6,"[""company""]",
10311,10311,,2,2,3,"[""company""]",
10312,10312,,2,2,1,"[""company""]",
10313,10313,,6,6,8,"[""company""]",
10314,10314,,14,14,10,"[""politician""]",
10315,10315,,5,5,9,"[""politician""]",
10316,10316,,4,4,0,"[""company""]",
10317,10317,,1,1,7,"[""company""]",
10318,10318,,62,62,9,"[""government""]",
10319,10319,,43,43,1,"[""government""]",
10320,10320,,5,5,3,"[""tvshow""]",
10321,10321,,2,2,8,"[""company""]",
10322,10322,,1,1,6,"[""politician""]",
10323,10323,,1,1,11,"[""politician""]",
10324,10324,,2,2,11,"[""government""]",
10325,10325,,13,13,5,"[""politician""]",
10326,10326,,1,1,11,"[""company""]",
10327,10327,,11,11,8,"[""company""]",
10328,10328,,8,8,7,"[""company""]",
10329,10329,,24,24,8,"[""politician""]",
10330,10330,,1,1,6,"[""company""]",
10331,10331,,32,32,8,"[""government""]",
10332,10332,,6,6,8,"[""company""]",
10333,10333,,2,2,7,"[""company""]",
10334,10334,,29,29,3,"[""government""]",
10335,10335,,15,15,1,"[""politician""]",
10336,10336,,4,4,11,"[""politician""]",
10337,10337,,2,2,4,"[""company""]",
10338,10338,,3,3,3,"[""politician""]",
10339,10339,,22,22,5,"[""government""]",
10340,10340,,6,6,10,"[""tvshow""]",
10341,10341,,22,22,2,"[""company""]",
10342,10342,,6,6,7,"[""company""]",
10343,10343,,3,3,0,"[""government""]",
10344,10344,,45,45,1,"[""government""]",
10345,10345,,20,20,6,"[""tvshow""]",
10346,10346,,14,14,4,"[""company""]",
10347,10347,,23,23,7,"[""government""]",
10348,10348,,11,11,9,"[""tvshow""]",
10349,10349,,1,1,8,"[""company""]",
10350,10350,,18,18,0,"[""government""]",
10351,10351,,17,17,4,"[""politician""]",
10352,10352,,15,15,7,"[""company""]",
10353,10353,,1,1,1,"[""company""]",
10354,10354,,6,6,8,"[""company""]",
10355,10355,,4,4,0,"[""politician""]",
10356,10356,,3,3,2,"[""company""]",
10357,10357,,2,2,10,"[""company""]",
10358,10358,,4,4,5,"[""politician""]",
10359,10359,,12,12,0,"[""government""]",
10360,10360,,1,1,6,"[""politician""]",
10361,10361,,4,4,1,"[""company""]",
10362,10362,,13,13,4,"[""politician""]",
10363,10363,,8,8,4,"[""government""]",
10364,10364,,54,54,11,"[""company""]",
10365,10365,,9,9,2,"[""government""]",
10366,10366,,16,16,3,"[""government""]",
10367,10367,,4,4,6,"[""politician""]",
10368,10368,,36,36,7,"[""politician""]",
10369,10369,,6,6,5,"[""politician""]",
10370,10370,,44,44,6,"[""politician""]",
10371,10371,,21,21,7,"[""government""]",
10372,10372,,28,28,8,"[""government""]",
10373,10373,,1,1,9,"[""politician""]",
